"si_id","edt_id","pollutant_standard_id","tribal_code","state_code","county_code","site_number","parameter_code","dv_year","latitude","longitude","address","city_name","county_name","local_site_name","local_site_id","urbanized_area","cbsa_name","state_name","tribe_name","year_0_valid_days","year_0_complete_quarters","year_0_arith_mean","year_0_98th_percentile","year_0_certification_ind","year_1_valid_days","year_1_complete_quarters","year_1_arith_mean","year_1_98th_percentile","year_1_certification_ind","year_2_valid_days","year_2_complete_quarters","year_2_arith_mean","year_2_98th_percentile","year_2_certification_ind","year_0_q1_valid_days","year_0_q2_valid_days","year_0_q3_valid_days","year_0_q4_valid_days","year_1_q1_valid_days","year_1_q2_valid_days","year_1_q3_valid_days","year_1_q4_valid_days","year_2_q1_valid_days","year_2_q2_valid_days","year_2_q3_valid_days","year_2_q4_valid_days","q1_valid_days","q2_valid_days","q3_valid_days","q4_valid_days","year_0_q1_percent_one_day","year_0_q2_percent_one_day","year_0_q3_percent_one_day","year_0_q4_percent_one_day","year_1_q1_percent_one_day","year_1_q2_percent_one_day","year_1_q3_percent_one_day","year_1_q4_percent_one_day","year_2_q1_percent_one_day","year_2_q2_percent_one_day","year_2_q3_percent_one_day","year_2_q4_percent_one_day","q1_min_value","q2_min_value","q3_min_value","q4_min_value","q1_max_value","q2_max_value","q3_max_value","q4_max_value","year_0_first_max","year_0_second_max","year_0_third_max","year_0_fourth_max","year_0_fifth_max","year_0_sixth_max","year_0_seventh_max","year_0_eighth_max","year_1_first_max","year_1_second_max","year_1_third_max","year_1_fourth_max","year_1_fifth_max","year_1_sixth_max","year_1_seventh_max","year_1_eighth_max","year_2_first_max","year_2_second_max","year_2_third_max","year_2_fourth_max","year_2_fifth_max","year_2_sixth_max","year_2_seventh_max","year_2_eighth_max","design_value","dv_validity_indicator","pollutant_standard","primary_standard_level","comparison_scale","statistic_name","parameter_name","unit_code","units_of_measure","year_0_high_sub","year_0_low_sub","year_1_high_sub","year_1_low_sub","year_2_high_sub","year_2_low_sub","all_12_qtrs_gt_50","all_12_qtrs_gt_75","all_4_qtrs_gt_200_days","select_date"
16397,5,20,,"51","760","0024","42602",2014,37.562600000912,-77.465,"158-W, SCIENCE MUSEUM OF VA, DMV & LEIGH STREETS","Richmond","Richmond City","Science Museum of Virginia","158-W","Richmond, VA","Richmond, VA","Virginia",,,,,,,,,,,,363,4,23.3498622589532,50.7,"Y",,,,,,,,,91,89,92,91,,,,,,,,,,,,,1,1,1,1,6.8,5,1.9,4.6,85.4,52,41.8,53.2,,,,,,,,,,,,,,,,,85.4,66.5,53.2,52.5,52.2,52,51.7,50.7,51,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,50.7,50.7,"N","N","N",2013-12-31 23:00:00
97514,5,20,,"51","760","0025","42602",2013,37.59088,-77.46925,"Bryan Park, 4308 Hermitage Road, Richmond, VA","Richmond","Richmond City","Bryan Park","158-X","Richmond, VA","Richmond, VA","Virginia",,92,1,26.7467391304348,46,"S",,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4.6,,,,58.3,58.3,46,43.5,42.6,42.2,41.9,41.9,40.9,,,,,,,,,,,,,,,,,46,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2012-12-31 23:00:00
97514,5,20,,"51","760","0025","42602",2014,37.59088,-77.46925,"Bryan Park, 4308 Hermitage Road, Richmond, VA","Richmond","Richmond City","Bryan Park","158-X","Richmond, VA","Richmond, VA","Virginia",,262,2,25.8118320610687,44.7,"Y",92,1,26.7467391304348,46,"S",,,,,,46,48,91,77,,,,92,,,,,,,,,0.54,0.54,1,0.86,,,,1,,,,,9.4,10.7,7.5,4.6,54.1,43.3,38.3,58.3,54.1,49.9,49.5,48.7,47.9,44.7,44.6,44.1,58.3,46,43.5,42.6,42.2,41.9,41.9,40.9,,,,,,,,,45,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",54.1,,,,,,"N","N","N",2013-12-31 23:00:00
97514,5,20,,"51","760","0025","42602",2015,37.59088,-77.46925,"Bryan Park, 4308 Hermitage Road, Richmond, VA","Richmond","Richmond City","Bryan Park","158-X","Richmond, VA","Richmond, VA","Virginia",,349,4,26.7378223495702,46.7,"Y",262,2,25.8118320610687,44.7,"Y",92,1,26.7467391304348,46,"S",90,91,78,90,46,48,91,77,,,,92,,,,259,1,1,0.87,1,0.54,0.54,1,0.86,,,,1,8.1,8,7.5,4.6,56.5,44.2,42.4,58.3,56.5,53.9,53.5,49,48.7,47.7,46.7,46.3,54.1,49.9,49.5,48.7,47.9,44.7,44.6,44.1,58.3,46,43.5,42.6,42.2,41.9,41.9,40.9,46,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",46.7,46.7,56.5,,,,"N","N","N",2014-12-31 23:00:00
97514,5,20,,"51","760","0025","42602",2016,37.59088,-77.46925,"Bryan Park, 4308 Hermitage Road, Richmond, VA","Richmond","Richmond City","Bryan Park","158-X","Richmond, VA","Richmond, VA","Virginia",,351,4,23.7564102564102,43.9,"Y",349,4,26.7378223495702,46.7,"Y",262,2,25.8118320610687,44.7,"Y",91,87,92,81,90,91,78,90,46,48,91,77,227,226,261,248,1,0.97,1,0.9,1,1,0.87,1,0.54,0.54,1,0.86,5.6,4.1,5,5,68.2,50.6,42.4,53.9,68.2,63.6,55,50.6,49.8,48.1,45.4,43.9,56.5,53.9,53.5,49,48.7,47.7,46.7,46.3,54.1,49.9,49.5,48.7,47.9,44.7,44.6,44.1,45,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",43.9,43.9,46.7,46.7,68.2,,"Y","N","Y",2015-12-31 23:00:00
97514,5,20,,"51","760","0025","42602",2017,37.59088,-77.46925,"Bryan Park, 4308 Hermitage Road, Richmond, VA","Richmond","Richmond City","Bryan Park","158-X","Richmond, VA","Richmond, VA","Virginia",,350,4,23.8334285714286,42.5,"Y",351,4,23.7564102564102,43.9,"Y",349,4,26.7378223495702,46.7,"Y",75,91,92,92,91,87,92,81,90,91,78,90,256,269,262,263,0.84,1,1,1,1,0.97,1,0.9,1,1,0.87,1,5.6,4.1,5,6.6,68.2,50.6,42.4,53.9,52.9,47.9,43.3,43.2,43.1,43,42.5,42.2,68.2,63.6,55,50.6,49.8,48.1,45.4,43.9,56.5,53.9,53.5,49,48.7,47.7,46.7,46.3,44,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",42.5,42.5,43.9,43.9,46.7,46.7,"Y","Y","Y",2016-12-31 23:00:00
97514,5,20,,"51","760","0025","42602",2018,37.59088,-77.46925,"Bryan Park, 4308 Hermitage Road, Richmond, VA","Richmond","Richmond City","Bryan Park","158-X","Richmond, VA","Richmond, VA","Virginia",,362,4,22.5569060773481,43.1,"Y",350,4,23.8334285714286,42.5,"Y",351,4,23.7564102564102,43.9,"Y",90,91,92,89,75,91,92,92,91,87,92,81,256,269,276,262,1,1,1,0.98,0.84,1,1,1,1,0.97,1,0.9,2.6,4.1,4.6,4.9,68.2,54.2,34.3,47.9,54.2,47.3,46.6,46.5,45.7,44.6,43.9,43.1,52.9,47.9,43.3,43.2,43.1,43,42.5,42.2,68.2,63.6,55,50.6,49.8,48.1,45.4,43.9,43,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",43.1,43.1,42.5,42.5,43.9,43.9,"Y","Y","Y",2017-12-31 23:00:00
97514,5,20,,"51","760","0025","42602",2019,37.59088,-77.46925,"Bryan Park, 4308 Hermitage Road, Richmond, VA","Richmond","Richmond City","Bryan Park","158-X","Richmond, VA","Richmond, VA","Virginia",,353,4,24.0779036827195,42.6,"Y",362,4,22.5569060773481,43.1,"Y",350,4,23.8334285714286,42.5,"Y",90,91,83,89,90,91,92,89,75,91,92,92,255,273,267,270,1,1,0.91,0.97,1,1,1,0.98,0.84,1,1,1,2.6,5.4,4.6,4.9,52.9,54.2,35.7,47.9,52.1,47,45.5,44.8,44.5,43.7,43.6,42.6,54.2,47.3,46.6,46.5,45.7,44.6,43.9,43.1,52.9,47.9,43.3,43.2,43.1,43,42.5,42.2,43,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",42.6,42.6,43.1,43.1,42.5,42.5,"Y","Y","Y",2018-12-31 23:00:00
97514,5,20,,"51","760","0025","42602",2020,37.59088,-77.46925,"Bryan Park, 4308 Hermitage Road, Richmond, VA","Richmond","Richmond City","Bryan Park","158-X","Richmond, VA","Richmond, VA","Virginia",,349,4,22.423782234957,40.5,"S",353,4,24.0779036827195,42.6,"Y",362,4,22.5569060773481,43.1,"Y",86,89,83,91,90,91,83,89,90,91,92,89,266,271,258,269,0.97,1,0.95,1,1,1,0.91,0.97,1,1,1,0.98,2.6,4.4,4.6,4.9,47,54.2,35.7,46.5,44.4,42.9,42.6,42,40.8,40.5,40.5,40.4,52.1,47,45.5,44.8,44.5,43.7,43.6,42.6,54.2,47.3,46.6,46.5,45.7,44.6,43.9,43.1,42,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",40.5,40.5,42.6,42.6,43.1,43.1,"Y","Y","Y",2019-12-31 23:00:00
97514,5,20,,"51","760","0025","42602",2021,37.59088,-77.46925,"Bryan Park, 4308 Hermitage Road, Richmond, VA","Richmond","Richmond City","Bryan Park","158-X","Richmond, VA","Richmond, VA","Virginia",,353,4,26.2342776203966,47.8,"Y",349,4,22.423782234957,40.5,"S",353,4,24.0779036827195,42.6,"Y",82,87,92,92,86,89,83,91,90,91,83,89,258,267,258,272,0.97,0.97,1,1,0.97,1,0.95,1,1,1,0.91,0.97,4.8,4.4,8.2,7.2,56.5,54.4,38.4,48.5,56.5,54.4,53.7,53.4,52.1,51.6,48.5,47.8,44.4,42.9,42.6,42,40.8,40.5,40.5,40.4,52.1,47,45.5,44.8,44.5,43.7,43.6,42.6,44,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",47.8,47.8,40.5,40.5,42.6,42.6,"Y","Y","Y",2020-12-31 23:00:00
97514,5,20,,"51","760","0025","42602",2022,37.59088,-77.46925,"Bryan Park, 4308 Hermitage Road, Richmond, VA","Richmond","Richmond City","Bryan Park","158-X","Richmond, VA","Richmond, VA","Virginia",,363,4,25.6641873278237,48.6,"S",353,4,26.2342776203966,47.8,"Y",349,4,22.423782234957,40.5,"S",90,89,92,92,82,87,92,92,86,89,83,91,258,265,267,275,1,0.98,1,1,0.97,0.97,1,1,0.97,1,0.95,1,5,4.4,8.3,4.6,56.8,54.4,49,51.9,56.8,55.9,53.9,51.9,50.8,50,49,48.6,56.5,54.4,53.7,53.4,52.1,51.6,48.5,47.8,44.4,42.9,42.6,42,40.8,40.5,40.5,40.4,46,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",48.6,48.6,47.8,47.8,40.5,40.5,"Y","Y","Y",2021-12-31 23:00:00
103902,5,20,,"53","025","1003","42602",2017,47.2411530009402,-119.847824,"330 3rd Ave NE","Quincy","Grant","Quincy-3rd Ave NE","QUI3RDAV","Not in an urban area","Moses Lake, WA","Washington",,123,1,10.949593495935,22.9,"Y",,,,,,,,,,,,,43,80,,,,,,,,,,,,,,,0.51,0.96,,,,,,,,,,,2.2,1.3,,,22.9,27.9,27.9,24.9,22.9,22.3,21.6,20.8,19.8,19.8,,,,,,,,,,,,,,,,,23,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2016-12-31 23:00:00
103902,5,20,,"53","025","1003","42602",2018,47.2411530009402,-119.847824,"330 3rd Ave NE","Quincy","Grant","Quincy-3rd Ave NE","QUI3RDAV","Not in an urban area","Moses Lake, WA","Washington",,267,3,9.51123595505618,22.5,"Y",123,1,10.949593495935,22.9,"Y",,,,,,90,91,86,,,,43,80,,,,,,,,,1,1,0.96,,,,0.51,0.96,,,,,2.6,1.4,1.2,1.3,30.3,22.3,24.1,27.9,30.3,24.9,24.1,23.3,23.2,22.5,22.4,22.3,27.9,24.9,22.9,22.3,21.6,20.8,19.8,19.8,,,,,,,,,23,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2017-12-31 23:00:00
103902,5,20,,"53","025","1003","42602",2019,47.2411530009402,-119.847824,"330 3rd Ave NE","Quincy","Grant","Quincy-3rd Ave NE","QUI3RDAV","Not in an urban area","Moses Lake, WA","Washington",,,,,,,267,3,9.51123595505618,22.5,"Y",123,1,10.949593495935,22.9,"Y",,,,,90,91,86,,,,43,80,,,,,,,,,1,1,0.96,,,,0.51,0.96,2.6,1.4,1.2,1.3,30.3,22.3,24.1,27.9,,,,,,,,,30.3,24.9,24.1,23.3,23.2,22.5,22.4,22.3,27.9,24.9,22.9,22.3,21.6,20.8,19.8,19.8,23,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2018-12-31 23:00:00
103902,5,20,,"53","025","1003","42602",2020,47.2411530009402,-119.847824,"330 3rd Ave NE","Quincy","Grant","Quincy-3rd Ave NE","QUI3RDAV","Not in an urban area","Moses Lake, WA","Washington",,,,,,,,,,,,267,3,9.51123595505618,22.5,"Y",,,,,,,,,90,91,86,,,,,,,,,,,,,,1,1,0.96,,2.6,1.4,1.2,,30.3,22.3,24.1,,,,,,,,,,,,,,,,,,30.3,24.9,24.1,23.3,23.2,22.5,22.4,22.3,23,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2019-12-31 23:00:00
97692,5,20,,"53","033","0030","42602",2014,47.597222,-122.319722,"10th & Weller","Seattle","King","Seattle-10th & Weller","SEA10WEL","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,236,2,40.4779661016949,69.1,"Y",,,,,,,,,,,,62,85,89,,,,,,,,,,,,,,0.73,0.99,1,,,,,,,,,,19.8,19.6,11.6,,66.2,90.7,69.1,90.7,77,74.5,73.7,69.1,66.4,66.2,65.4,,,,,,,,,,,,,,,,,69,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2013-12-31 23:00:00
97692,5,20,,"53","033","0030","42602",2015,47.597222,-122.319722,"10th & Weller","Seattle","King","Seattle-10th & Weller","SEA10WEL","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,337,4,39.4961424332344,65.1,"Y",236,2,40.4779661016949,69.1,"Y",,,,,,90,73,91,83,,62,85,89,,,,,,,,,1,0.87,1,0.93,,0.73,0.99,1,,,,,17.9,19.8,13.3,11.6,106.1,66.6,90.7,69.1,106.1,71.9,71,67.8,66.6,66.1,65.1,65.1,90.7,77,74.5,73.7,69.1,66.4,66.2,65.4,,,,,,,,,67,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",65.1,65.1,,,,,"N","N","N",2014-12-31 23:00:00
97692,5,20,,"53","033","0030","42602",2016,47.597222,-122.319722,"10th & Weller","Seattle","King","Seattle-10th & Weller","SEA10WEL","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,302,3,35.996357615894,58.8,"Y",337,4,39.4961424332344,65.1,"Y",236,2,40.4779661016949,69.1,"Y",48,82,85,87,90,73,91,83,,62,85,89,,217,261,259,0.81,0.97,0.99,0.99,1,0.87,1,0.93,,0.73,0.99,1,17.9,17.1,13.1,11.6,106.1,66.6,90.7,69.1,70.8,61.9,61.4,61.3,61.3,59.9,58.8,58.7,106.1,71.9,71,67.8,66.6,66.1,65.1,65.1,90.7,77,74.5,73.7,69.1,66.4,66.2,65.4,64,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",106.1,,65.1,65.1,,,"N","N","N",2015-12-31 23:00:00
97692,5,20,,"53","033","0030","42602",2017,47.597222,-122.319722,"10th & Weller","Seattle","King","Seattle-10th & Weller","SEA10WEL","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,293,3,35.6648464163822,65.3,"Y",302,3,35.996357615894,58.8,"Y",337,4,39.4961424332344,65.1,"Y",86,84,87,36,48,82,85,87,90,73,91,83,224,239,263,206,1,0.99,1,0.48,0.81,0.97,0.99,0.99,1,0.87,1,0.93,17.8,13.4,13.1,16.9,106.1,66.6,85.9,58.8,85.9,71.7,70.2,70,68.7,65.3,65.1,62.4,70.8,61.9,61.4,61.3,61.3,59.9,58.8,58.7,106.1,71.9,71,67.8,66.6,66.1,65.1,65.1,63,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,106.1,,65.1,65.1,"N","N","Y",2016-12-31 23:00:00
97692,5,20,,"53","033","0030","42602",2018,47.597222,-122.319722,"10th & Weller","Seattle","King","Seattle-10th & Weller","SEA10WEL","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,352,4,34.8448863636364,63.7,"Y",293,3,35.6648464163822,65.3,"Y",302,3,35.996357615894,58.8,"Y",83,89,88,92,86,84,87,36,48,82,85,87,217,255,260,215,0.94,1,1,1,1,0.99,1,0.48,0.81,0.97,0.99,0.99,17.8,12.7,13.1,16.9,61.4,62.4,98,71.2,98,74.2,71.2,70.7,67.2,64.8,64.8,63.7,85.9,71.7,70.2,70,68.7,65.3,65.1,62.4,70.8,61.9,61.4,61.3,61.3,59.9,58.8,58.7,63,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",63.7,63.7,,,61.4,,"N","N","Y",2017-12-31 23:00:00
97692,5,20,,"53","033","0030","42602",2019,47.597222,-122.319722,"10th & Weller","Seattle","King","Seattle-10th & Weller","SEA10WEL","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,360,4,31.5327777777778,57.2,"Y",352,4,34.8448863636364,63.7,"Y",293,3,35.6648464163822,65.3,"Y",89,90,91,90,83,89,88,92,86,84,87,36,258,263,266,218,1,1,1,1,0.94,1,1,1,1,0.99,1,0.48,9.2,12.7,12.6,16.9,83.3,68.6,98,71.2,83.3,68.6,61.8,61,58.2,57.6,57.3,57.2,98,74.2,71.2,70.7,67.2,64.8,64.8,63.7,85.9,71.7,70.2,70,68.7,65.3,65.1,62.4,62,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",57.2,57.2,63.7,63.7,,,"N","N","Y",2018-12-31 23:00:00
97692,5,20,,"53","033","0030","42602",2020,47.597222,-122.319722,"10th & Weller","Seattle","King","Seattle-10th & Weller","SEA10WEL","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,363,4,28.3468319559229,56.8,"Y",360,4,31.5327777777778,57.2,"Y",352,4,34.8448863636364,63.7,"Y",89,90,92,92,89,90,91,90,83,89,88,92,261,269,271,274,1,1,1,1,1,1,1,1,0.94,1,1,1,9.2,10.4,11,13.4,83.3,68.6,98,71.2,78,77.6,69.4,64.8,64.5,63.7,58,56.8,83.3,68.6,61.8,61,58.2,57.6,57.3,57.2,98,74.2,71.2,70.7,67.2,64.8,64.8,63.7,59,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",56.8,56.8,57.2,57.2,63.7,63.7,"Y","Y","Y",2019-12-31 23:00:00
97692,5,20,,"53","033","0030","42602",2021,47.597222,-122.319722,"10th & Weller","Seattle","King","Seattle-10th & Weller","SEA10WEL","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,350,4,27.9537142857143,48.6,"Y",363,4,28.3468319559229,56.8,"Y",360,4,31.5327777777778,57.2,"Y",90,85,84,91,89,90,92,92,89,90,91,90,268,265,267,273,1,0.95,0.95,1,1,1,1,1,1,1,1,1,9.2,9,11,7.4,83.3,68.6,78,57.3,77,62.9,55.9,51,50.3,49.4,48.6,48.6,78,77.6,69.4,64.8,64.5,63.7,58,56.8,83.3,68.6,61.8,61,58.2,57.6,57.3,57.2,54,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",48.6,48.6,56.8,56.8,57.2,57.2,"Y","Y","Y",2020-12-31 23:00:00
97692,5,20,,"53","033","0030","42602",2022,47.597222,-122.319722,"10th & Weller","Seattle","King","Seattle-10th & Weller","SEA10WEL","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,350,4,28.604,54,"S",350,4,27.9537142857143,48.6,"Y",363,4,28.3468319559229,56.8,"Y",90,85,86,89,90,85,84,91,89,90,92,92,269,260,262,272,1,0.99,0.98,1,1,0.95,0.95,1,1,1,1,1,10.1,9,9.4,7.4,77.6,55.9,78,69.5,71.4,69.5,65.3,64.7,57,55.8,54.9,54,77,62.9,55.9,51,50.3,49.4,48.6,48.6,78,77.6,69.4,64.8,64.5,63.7,58,56.8,53,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",54,54,48.6,48.6,56.8,56.8,"Y","Y","Y",2021-12-31 23:00:00
16595,5,20,,"53","033","0080","42602",2013,47.568236,-122.308628,"4103 BEACON HILL S","Seattle","King","SEATTLE - BEACON HILL","SEACEA02","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,149,1,23.4919463087248,41.1,"Y",,,,,,,,,,,,,57,92,,,,,,,,,,,,,,,0.64,1,,,,,,,,,,,6,7.2,,,49.8,55.1,55.1,49.8,41.1,40.1,40.1,39.7,39.2,38.4,,,,,,,,,,,,,,,,,41,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2012-12-31 23:00:00
16595,5,20,,"53","033","0080","42602",2014,47.568236,-122.308628,"4103 BEACON HILL S","Seattle","King","SEATTLE - BEACON HILL","SEACEA02","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,363,4,24.163085399449,46.9,"Y",149,1,23.4919463087248,41.1,"Y",,,,,,90,91,92,90,,,57,92,,,,,,,,,1,1,1,1,,,0.64,1,,,,,6.6,6.1,6,4.8,40.2,45.8,60.4,55.1,60.4,60.1,54.8,52.3,50.8,50.5,48.3,46.9,55.1,49.8,41.1,40.1,40.1,39.7,39.2,38.4,,,,,,,,,44,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",46.9,46.9,,,,,"N","N","N",2013-12-31 23:00:00
16595,5,20,,"53","033","0080","42602",2015,47.568236,-122.308628,"4103 BEACON HILL S","Seattle","King","SEATTLE - BEACON HILL","SEACEA02","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,243,1,22.9333333333333,43.7,"Y",363,4,24.163085399449,46.9,"Y",149,1,23.4919463087248,41.1,"Y",59,64,84,36,90,91,92,90,,,57,92,,,233,218,0.66,0.74,0.96,0.41,1,1,1,1,,,0.64,1,6.6,5.4,3.3,4.8,40.2,51.4,60.4,55.1,55,51.4,49.4,48.4,43.7,43.5,43.4,42.4,60.4,60.1,54.8,52.3,50.8,50.5,48.3,46.9,55.1,49.8,41.1,40.1,40.1,39.7,39.2,38.4,44,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,46.9,46.9,,,"N","N","N",2014-12-31 23:00:00
16595,5,20,,"53","033","0080","42602",2016,47.568236,-122.308628,"4103 BEACON HILL S","Seattle","King","SEATTLE - BEACON HILL","SEACEA02","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,356,4,25.3202247191011,49.2,"Y",243,1,22.9333333333333,43.7,"Y",363,4,24.163085399449,46.9,"Y",91,87,92,86,59,64,84,36,90,91,92,90,240,242,268,212,1,0.99,1,0.96,0.66,0.74,0.96,0.41,1,1,1,1,6.6,4.4,3.3,4.8,52.2,54.8,60.4,43.3,57.6,55.3,54.8,53.3,52.2,50.8,50.7,49.2,55,51.4,49.4,48.4,43.7,43.5,43.4,42.4,60.4,60.1,54.8,52.3,50.8,50.5,48.3,46.9,47,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",49.2,49.2,,,46.9,46.9,"N","N","Y",2015-12-31 23:00:00
16595,5,20,,"53","033","0080","42602",2017,47.568236,-122.308628,"4103 BEACON HILL S","Seattle","King","SEATTLE - BEACON HILL","SEACEA02","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,252,3,23.8353174603175,42.2,"Y",356,4,25.3202247191011,49.2,"Y",243,1,22.9333333333333,43.7,"Y",88,71,7,86,91,87,92,86,59,64,84,36,238,222,183,208,0.99,0.81,0.11,0.95,1,0.99,1,0.96,0.66,0.74,0.96,0.41,7.2,4.4,3.3,4.7,52.2,54.8,57.6,42.4,44.2,43.7,43.4,42.6,42.4,42.2,41.8,41.7,57.6,55.3,54.8,53.3,52.2,50.8,50.7,49.2,55,51.4,49.4,48.4,43.7,43.5,43.4,42.4,45,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,49.2,49.2,,,"N","N","N",2016-12-31 23:00:00
16595,5,20,,"53","033","0080","42602",2018,47.568236,-122.308628,"4103 BEACON HILL S","Seattle","King","SEATTLE - BEACON HILL","SEACEA02","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,355,4,22.9132394366197,44.5,"Y",252,3,23.8353174603175,42.2,"Y",356,4,25.3202247191011,49.2,"Y",87,90,86,92,88,71,7,86,91,87,92,86,266,248,185,264,0.99,1,0.99,1,0.99,0.81,0.11,0.95,1,0.99,1,0.96,7.2,4.4,4.9,4.3,52.2,54.8,57.6,57.2,57.2,57.1,56.9,48.7,48.7,47.4,44.6,44.5,44.2,43.7,43.4,42.6,42.4,42.2,41.8,41.7,57.6,55.3,54.8,53.3,52.2,50.8,50.7,49.2,45,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",44.5,44.5,,,49.2,49.2,"N","N","N",2017-12-31 23:00:00
16595,5,20,,"53","033","0080","42602",2019,47.568236,-122.308628,"4103 BEACON HILL S","Seattle","King","SEATTLE - BEACON HILL","SEACEA02","Seattle, WA","Seattle-Tacoma-Bellevue, WA","Washington",,362,4,22.8187845303867,42.8,"Y",355,4,22.9132394366197,44.5,"Y",252,3,23.8353174603175,42.2,"Y",90,88,92,92,87,90,86,92,88,71,7,86,265,249,185,270,1,0.99,1,1,0.99,1,0.99,1,0.99,0.81,0.11,0.95,5,5.1,4.4,4.3,44.9,53.9,57.1,57.2,53.9,46.5,45.7,45.5,44.9,44.4,43.5,42.8,57.2,57.1,56.9,48.7,48.7,47.4,44.6,44.5,44.2,43.7,43.4,42.6,42.4,42.2,41.8,41.7,43,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",42.8,42.8,44.5,44.5,,,"N","N","N",2018-12-31 23:00:00
